Order_ID,Order_Date,Customer_ID,Product,Category,Quantity,Unit_Price,Region,Payment_Mode,Sales
ORD0090,2025-02-02 10:16:56.216216,CUST174,Laptop,Electronics,1,60000,West,Credit Card,60000
ORD0091,2025-02-02 19:01:37.297297,CUST164,Tablet,Electronics,1,20000,West,Debit Card,20000
ORD0092,2025-02-03 03:46:18.378378,CUST179,Headphones,Accessories,4,3000,North,UPI,12000
ORD0093,2025-02-03 12:30:59.459459,CUST092,Keyboard,Accessories,4,1500,West,Credit Card,6000
ORD0094,2025-02-03 21:15:40.540540,CUST164,Headphones,Accessories,2,3000,West,Credit Card,6000
ORD0095,2025-02-04 06:00:21.621621,CUST139,Keyboard,Accessories,2,1500,North,Credit Card,3000
ORD0096,2025-02-04 14:45:02.702702,CUST154,Mobile,Electronics,4,30000,North,UPI,120000
ORD0097,2025-02-04 23:29:43.783783,CUST088,Mouse,Accessories,1,800,South,UPI,800
ORD0098,2025-02-05 08:14:24.864864,CUST091,Keyboard,Accessories,5,1500,West,Debit Card,7500
ORD0099,2025-02-05 16:59:05.945945,CUST107,Tablet,Electronics,5,20000,West,Cash,100000
ORD0100,2025-02-06 01:43:47.027027,CUST141,Laptop,Electronics,5,60000,West,UPI,300000
ORD0101,2025-02-06 10:28:28.108108,CUST123,Tablet,Electronics,5,20000,North,Credit Card,100000
ORD0102,2025-02-06 19:13:09.189189,CUST140,Laptop,Electronics,4,60000,East,Cash,240000
ORD0103,2025-02-07 03:57:50.270270,CUST140,Mobile,Electronics,2,30000,West,Debit Card,60000
ORD0104,2025-02-07 12:42:31.351351,CUST182,Mobile,Electronics,5,30000,East,UPI,150000
ORD0105,2025-02-07 21:27:12.432432,CUST024,Mobile,Electronics,1,30000,North,Debit Card,30000
ORD0106,2025-02-08 06:11:53.513513,CUST074,Mobile,Electronics,1,30000,East,Credit Card,30000
ORD0107,2025-02-08 14:56:34.594594,CUST132,Headphones,Accessories,1,3000,North,Credit Card,3000
ORD0108,2025-02-08 23:41:15.675675,CUST063,Keyboard,Accessories,5,1500,North,Credit Card,7500
ORD0109,2025-02-09 08:25:56.756756,CUST117,Tablet,Electronics,5,20000,North,Cash,100000
ORD0110,2025-02-09 17:10:37.837837,CUST116,Mouse,Accessories,2,800,East,Debit Card,1600
ORD0111,2025-02-10 01:55:18.918918,CUST079,Keyboard,Accessories,5,1500,East,Cash,7500
ORD0112,2025-02-10 10:40:00.000000,CUST002,Keyboard,Accessories,3,1500,East,UPI,4500
ORD0113,2025-02-10 19:24:41.081081,CUST013,Mouse,Accessories,4,800,West,Debit Card,3200
ORD0114,2025-02-11 04:09:22.162162,CUST130,Mobile,Electronics,2,30000,West,Credit Card,60000
ORD0115,2025-02-11 12:54:03.243243,CUST016,Mobile,Electronics,5,30000,North,Cash,150000
ORD0116,2025-02-11 21:38:44.324324,CUST193,Laptop,Electronics,4,60000,East,UPI,240000
ORD0117,2025-02-12 06:23:25.405405,CUST180,Tablet,Electronics,2,20000,North,Credit Card,40000
ORD0118,2025-02-12 15:08:06.486486,CUST014,Tablet,Electronics,5,20000,North,Cash,100000
ORD0119,2025-02-12 23:52:47.567567,CUST003,Laptop,Electronics,1,60000,South,Cash,60000
ORD0120,2025-02-13 08:37:28.648648,CUST147,Keyboard,Accessories,5,1500,South,UPI,7500
ORD0121,2025-02-13 17:22:09.729729,CUST136,Tablet,Electronics,5,20000,North,Credit Card,100000
ORD0122,2025-02-14 02:06:50.810810,CUST035,Mobile,Electronics,4,30000,West,Credit Card,120000
ORD0123,2025-02-14 10:51:31.891891,CUST163,Headphones,Accessories,4,3000,North,Credit Card,12000
ORD0124,2025-02-14 19:36:12.972972,CUST171,Tablet,Electronics,2,20000,West,Credit Card,40000
ORD0125,2025-02-15 04:20:54.054054,CUST089,Laptop,Electronics,1,60000,North,UPI,60000
ORD0126,2025-02-15 13:05:35.135135,CUST170,Tablet,Electronics,2,20000,East,Credit Card,40000
ORD0127,2025-02-15 21:50:16.216216,CUST060,Headphones,Accessories,3,3000,South,Credit Card,9000
ORD0128,2025-02-16 06:34:57.297297,CUST015,Tablet,Electronics,2,20000,North,Debit Card,40000
ORD0129,2025-02-16 15:19:38.378378,CUST197,Keyboard,Accessories,2,1500,North,Cash,3000
ORD0130,2025-02-17 00:04:19.459459,CUST039,Keyboard,Accessories,5,1500,West,UPI,7500
ORD0131,2025-02-17 08:49:00.540540,CUST185,Laptop,Electronics,3,60000,West,Cash,180000
ORD0132,2025-02-17 17:33:41.621621,CUST059,Mobile,Electronics,4,30000,West,UPI,120000
ORD0133,2025-02-18 02:18:22.702702,CUST133,Laptop,Electronics,3,60000,East,Debit Card,180000
ORD0134,2025-02-18 11:03:03.783783,CUST194,Mobile,Electronics,4,30000,West,Debit Card,120000
ORD0135,2025-02-18 19:47:44.864864,CUST124,Headphones,Accessories,1,3000,North,Cash,3000
ORD0136,2025-02-19 04:32:25.945945,CUST120,Headphones,Accessories,4,3000,North,Cash,12000
ORD0137,2025-02-19 13:17:07.027027,CUST087,Laptop,Electronics,2,60000,South,UPI,120000
ORD0138,2025-02-19 22:01:48.108108,CUST129,Keyboard,Accessories,4,1500,South,Debit Card,6000
ORD0139,2025-02-20 06:46:29.189189,CUST029,Keyboard,Accessories,4,1500,South,Credit Card,6000
ORD0140,2025-02-20 15:31:10.270270,CUST102,Headphones,Accessories,2,3000,North,Credit Card,6000
ORD0141,2025-02-21 00:15:51.351351,CUST160,Keyboard,Accessories,4,1500,West,Credit Card,6000
ORD0142,2025-02-21 09:00:32.432432,CUST141,Mobile,Electronics,1,30000,West,Debit Card,30000
ORD0143,2025-02-21 17:45:13.513513,CUST020,Mobile,Electronics,3,30000,South,Cash,90000
ORD0144,2025-02-22 02:29:54.594594,CUST194,Laptop,Electronics,1,60000,North,Debit Card,60000
ORD0145,2025-02-22 11:14:35.675675,CUST012,Keyboard,Accessories,5,1500,South,Debit Card,7500
ORD0146,2025-02-22 19:59:16.756756,CUST116,Mobile,Electronics,4,30000,South,Debit Card,120000
ORD0147,2025-02-23 04:43:57.837837,CUST131,Mouse,Accessories,2,800,South,UPI,1600
ORD0148,2025-02-23 13:28:38.918918,CUST121,Keyboard,Accessories,3,1500,West,Credit Card,4500
ORD0149,2025-02-23 22:13:20.000000,CUST059,Keyboard,Accessories,2,1500,East,Credit Card,3000
ORD0150,2025-02-24 06:58:01.081081,CUST080,Laptop,Electronics,4,60000,East,UPI,240000
ORD0151,2025-02-24 15:42:42.162162,CUST145,Mouse,Accessories,1,800,West,UPI,800
ORD0152,2025-02-25 00:27:23.243243,CUST196,Mouse,Accessories,4,800,East,Debit Card,3200
ORD0153,2025-02-25 09:12:04.324324,CUST005,Laptop,Electronics,3,60000,South,Credit Card,180000
ORD0154,2025-02-25 17:56:45.405405,CUST044,Mobile,Electronics,4,30000,East,Cash,120000
ORD0155,2025-02-26 02:41:26.486486,CUST092,Keyboard,Accessories,5,1500,North,Cash,7500
ORD0156,2025-02-26 11:26:07.567567,CUST046,Laptop,Electronics,5,60000,West,Cash,300000
ORD0157,2025-02-26 20:10:48.648648,CUST102,Keyboard,Accessories,1,1500,South,Credit Card,1500
ORD0158,2025-02-27 04:55:29.729729,CUST146,Mobile,Electronics,5,30000,West,Debit Card,150000
ORD0159,2025-02-27 13:40:10.810810,CUST170,Tablet,Electronics,5,20000,East,UPI,100000
ORD0160,2025-02-27 22:24:51.891891,CUST069,Tablet,Electronics,4,20000,South,UPI,80000
ORD0161,2025-02-28 07:09:32.972972,CUST071,Keyboard,Accessories,2,1500,West,UPI,3000
ORD0162,2025-02-28 15:54:14.054054,CUST186,Headphones,Accessories,3,3000,West,Debit Card,9000
ORD0163,2025-03-01 00:38:55.135135,CUST199,Mouse,Accessories,5,800,East,Debit Card,4000
ORD0164,2025-03-01 09:23:36.216216,CUST186,Mouse,Accessories,1,800,North,Credit Card,800
ORD0165,2025-03-01 18:08:17.297297,CUST184,Mouse,Accessories,3,800,West,Debit Card,2400
ORD0166,2025-03-02 02:52:58.378378,CUST028,Mobile,Electronics,3,30000,South,Credit Card,90000
ORD0167,2025-03-02 11:37:39.459459,CUST130,Keyboard,Accessories,5,1500,South,Credit Card,7500
ORD0168,2025-03-02 20:22:20.540540,CUST120,Laptop,Electronics,2,60000,East,Credit Card,120000
ORD0169,2025-03-03 05:07:01.621621,CUST124,Tablet,Electronics,2,20000,North,Cash,40000
ORD0170,2025-03-03 13:51:42.702702,CUST085,Headphones,Accessories,5,3000,North,Cash,15000
ORD0171,2025-03-03 22:36:23.783783,CUST066,Mobile,Electronics,2,30000,West,UPI,60000
ORD0172,2025-03-04 07:21:04.864864,CUST137,Mobile,Electronics,3,30000,South,Credit Card,90000
ORD0173,2025-03-04 16:05:45.945945,CUST027,Keyboard,Accessories,1,1500,West,Debit Card,1500
ORD0174,2025-03-05 00:50:27.027027,CUST010,Laptop,Electronics,3,60000,West,Cash,180000
ORD0175,2025-03-05 09:35:08.108108,CUST053,Headphones,Accessories,5,3000,South,Debit Card,15000
ORD0176,2025-03-05 18:19:49.189189,CUST059,Keyboard,Accessories,3,1500,West,Cash,4500
ORD0177,2025-03-06 03:04:30.270270,CUST176,Tablet,Electronics,1,20000,North,Debit Card,20000
ORD0178,2025-03-06 11:49:11.351351,CUST093,Mobile,Electronics,4,30000,South,Cash,120000
ORD0179,2025-03-06 20:33:52.432432,CUST189,Laptop,Electronics,3,60000,South,Credit Card,180000
ORD0180,2025-03-07 05:18:33.513513,CUST182,Keyboard,Accessories,1,1500,West,Debit Card,1500
ORD0181,2025-03-07 14:03:14.594594,CUST083,Mouse,Accessories,2,800,North,Cash,1600
ORD0182,2025-03-07 22:47:55.675675,CUST076,Mobile,Electronics,3,30000,North,UPI,90000
ORD0183,2025-03-08 07:32:36.756756,CUST077,Mobile,Electronics,5,30000,West,Cash,150000
ORD0184,2025-03-08 16:17:17.837837,CUST083,Tablet,Electronics,1,20000,South,Credit Card,20000
ORD0185,2025-03-09 01:01:58.918918,CUST195,Mouse,Accessories,2,800,West,Cash,1600
ORD0186,2025-03-09 09:46:40.000000,CUST013,Mouse,Accessories,3,800,South,Credit Card,2400
ORD0187,2025-03-09 18:31:21.081081,CUST158,Keyboard,Accessories,2,1500,East,UPI,3000
ORD0188,2025-03-10 03:16:02.162162,CUST060,Keyboard,Accessories,4,1500,South,Cash,6000
ORD0189,2025-03-10 12:00:43.243243,CUST157,Mobile,Electronics,5,30000,West,UPI,150000
ORD0190,2025-03-10 20:45:24.324324,CUST072,Tablet,Electronics,1,20000,South,Credit Card,20000
ORD0191,2025-03-11 05:30:05.405405,CUST184,Headphones,Accessories,1,3000,West,Credit Card,3000
ORD0192,2025-03-11 14:14:46.486486,CUST098,Laptop,Electronics,1,60000,North,Debit Card,60000
ORD0193,2025-03-11 22:59:27.567567,CUST062,Keyboard,Accessories,3,1500,West,Credit Card,4500
ORD0194,2025-03-12 07:44:08.648648,CUST157,Headphones,Accessories,1,3000,East,Debit Card,3000
ORD0195,2025-03-12 16:28:49.729729,CUST192,Laptop,Electronics,3,60000,East,Cash,180000
ORD0196,2025-03-13 01:13:30.810810,CUST029,Mouse,Accessories,4,800,South,UPI,3200
ORD0197,2025-03-13 09:58:11.891891,CUST094,Laptop,Electronics,2,60000,South,Credit Card,120000
ORD0198,2025-03-13 18:42:52.972972,CUST008,Mobile,Electronics,4,30000,South,UPI,120000
ORD0199,2025-03-14 03:27:34.054054,CUST151,Mouse,Accessories,4,800,South,Credit Card,3200
ORD0200,2025-03-14 12:12:15.135135,CUST138,Laptop,Electronics,3,60000,North,Credit Card,180000
ORD0201,2025-03-14 20:56:56.216216,CUST193,Tablet,Electronics,4,20000,East,Debit Card,80000
ORD0202,2025-03-15 05:41:37.297297,CUST038,Tablet,Electronics,2,20000,North,UPI,40000
ORD0203,2025-03-15 14:26:18.378378,CUST178,Laptop,Electronics,4,60000,East,Cash,240000
ORD0204,2025-03-15 23:10:59.459459,CUST176,Laptop,Electronics,4,60000,South,Cash,240000
ORD0205,2025-03-16 07:55:40.540540,CUST164,Tablet,Electronics,5,20000,South,Cash,100000
ORD0206,2025-03-16 16:40:21.621621,CUST162,Laptop,Electronics,5,60000,West,Credit Card,300000
ORD0207,2025-03-17 01:25:02.702702,CUST066,Tablet,Electronics,1,20000,East,UPI,20000
ORD0208,2025-03-17 10:09:43.783783,CUST104,Tablet,Electronics,3,20000,South,Credit Card,60000
ORD0209,2025-03-17 18:54:24.864864,CUST007,Headphones,Accessories,3,3000,South,Credit Card,9000
ORD0210,2025-03-18 03:39:05.945945,CUST108,Laptop,Electronics,4,60000,North,UPI,240000
ORD0211,2025-03-18 12:23:47.027027,CUST001,Mouse,Accessories,5,800,South,Cash,4000
ORD0212,2025-03-18 21:08:28.108108,CUST157,Tablet,Electronics,1,20000,North,Cash,20000
ORD0213,2025-03-19 05:53:09.189189,CUST187,Keyboard,Accessories,4,1500,West,UPI,6000
ORD0214,2025-03-19 14:37:50.270270,CUST083,Mobile,Electronics,4,30000,West,UPI,120000
ORD0215,2025-03-19 23:22:31.351351,CUST163,Tablet,Electronics,3,20000,West,Cash,60000
ORD0216,2025-03-20 08:07:12.432432,CUST076,Headphones,Accessories,2,3000,South,Credit Card,6000
ORD0217,2025-03-20 16:51:53.513513,CUST123,Laptop,Electronics,2,60000,West,Cash,120000
ORD0218,2025-03-21 01:36:34.594594,CUST050,Keyboard,Accessories,2,1500,East,UPI,3000
ORD0219,2025-03-21 10:21:15.675675,CUST114,Keyboard,Accessories,1,1500,South,Credit Card,1500
ORD0220,2025-03-21 19:05:56.756756,CUST008,Mouse,Accessories,4,800,South,Cash,3200
ORD0221,2025-03-22 03:50:37.837837,CUST149,Headphones,Accessories,3,3000,West,Cash,9000
ORD0222,2025-03-22 12:35:18.918918,CUST043,Mouse,Accessories,4,800,East,Debit Card,3200
ORD0223,2025-03-22 21:20:00.000000,CUST086,Mouse,Accessories,4,800,North,UPI,3200
ORD0224,2025-03-23 06:04:41.081081,CUST074,Headphones,Accessories,5,3000,South,Debit Card,15000
ORD0225,2025-03-23 14:49:22.162162,CUST162,Headphones,Accessories,3,3000,North,Credit Card,9000
ORD0226,2025-03-23 23:34:03.243243,CUST183,Headphones,Accessories,4,3000,East,Cash,12000
ORD0227,2025-03-24 08:18:44.324324,CUST042,Headphones,Accessories,2,3000,West,UPI,6000
ORD0228,2025-03-24 17:03:25.405405,CUST047,Tablet,Electronics,4,20000,West,Debit Card,80000
ORD0229,2025-03-25 01:48:06.486486,CUST001,Mouse,Accessories,2,800,West,Credit Card,1600
ORD0230,2025-03-25 10:32:47.567567,CUST167,Headphones,Accessories,3,3000,South,Cash,9000
ORD0231,2025-03-25 19:17:28.648648,CUST168,Tablet,Electronics,4,20000,West,Cash,80000
ORD0232,2025-03-26 04:02:09.729729,CUST146,Headphones,Accessories,2,3000,South,UPI,6000
ORD0233,2025-03-26 12:46:50.810810,CUST193,Mobile,Electronics,4,30000,East,Debit Card,120000
ORD0234,2025-03-26 21:31:31.891891,CUST102,Tablet,Electronics,3,20000,West,UPI,60000
ORD0235,2025-03-27 06:16:12.972972,CUST153,Mobile,Electronics,2,30000,East,Credit Card,60000
ORD0236,2025-03-27 15:00:54.054054,CUST138,Tablet,Electronics,1,20000,West,Debit Card,20000
ORD0237,2025-03-27 23:45:35.135135,CUST159,Mobile,Electronics,2,30000,South,Credit Card,60000
ORD0238,2025-03-28 08:30:16.216216,CUST095,Laptop,Electronics,3,60000,South,Cash,180000
ORD0239,2025-03-28 17:14:57.297297,CUST037,Laptop,Electronics,1,60000,South,Debit Card,60000
ORD0240,2025-03-29 01:59:38.378378,CUST109,Laptop,Electronics,2,60000,East,UPI,120000
ORD0241,2025-03-29 10:44:19.459459,CUST048,Headphones,Accessories,5,3000,North,Credit Card,15000
ORD0242,2025-03-29 19:29:00.540540,CUST067,Headphones,Accessories,1,3000,East,Debit Card,3000
ORD0243,2025-03-30 04:13:41.621621,CUST032,Laptop,Electronics,1,60000,South,Credit Card,60000
ORD0244,2025-03-30 12:58:22.702702,CUST028,Laptop,Electronics,4,60000,East,Credit Card,240000
ORD0245,2025-03-30 21:43:03.783783,CUST150,Tablet,Electronics,5,20000,West,Credit Card,100000
ORD0246,2025-03-31 06:27:44.864864,CUST126,Mouse,Accessories,5,800,West,Debit Card,4000
ORD0247,2025-03-31 15:12:25.945945,CUST017,Laptop,Electronics,2,60000,East,Credit Card,120000
ORD0248,2025-03-31 23:57:07.027027,CUST115,Laptop,Electronics,5,60000,South,Debit Card,300000
ORD0249,2025-04-01 08:41:48.108108,CUST002,Laptop,Electronics,1,60000,South,Cash,60000
ORD0250,2025-04-01 17:26:29.189189,CUST198,Tablet,Electronics,2,20000,North,Credit Card,40000
ORD0251,2025-04-02 02:11:10.270270,CUST121,Laptop,Electronics,3,60000,West,UPI,180000
ORD0252,2025-04-02 10:55:51.351351,CUST058,Tablet,Electronics,4,20000,West,UPI,80000
ORD0253,2025-04-02 19:40:32.432432,CUST099,Tablet,Electronics,2,20000,South,Credit Card,40000
ORD0254,2025-04-03 04:25:13.513513,CUST066,Laptop,Electronics,2,60000,East,UPI,120000
ORD0255,2025-04-03 13:09:54.594594,CUST059,Mobile,Electronics,2,30000,South,Debit Card,60000
ORD0256,2025-04-03 21:54:35.675675,CUST189,Mobile,Electronics,1,30000,South,Debit Card,30000
ORD0257,2025-04-04 06:39:16.756756,CUST139,Laptop,Electronics,2,60000,South,UPI,120000
ORD0258,2025-04-04 15:23:57.837837,CUST102,Tablet,Electronics,5,20000,West,Cash,100000
ORD0259,2025-04-05 00:08:38.918918,CUST082,Tablet,Electronics,3,20000,East,Credit Card,60000
ORD0260,2025-04-05 08:53:20.000000,CUST192,Keyboard,Accessories,5,1500,East,Credit Card,7500
ORD0261,2025-04-05 17:38:01.081081,CUST135,Mobile,Electronics,1,30000,North,Credit Card,30000
ORD0262,2025-04-06 02:22:42.162162,CUST030,Laptop,Electronics,4,60000,South,Credit Card,240000
ORD0263,2025-04-06 11:07:23.243243,CUST118,Mouse,Accessories,1,800,North,Debit Card,800
ORD0264,2025-04-06 19:52:04.324324,CUST120,Mouse,Accessories,2,800,East,Cash,1600
ORD0265,2025-04-07 04:36:45.405405,CUST028,Tablet,Electronics,1,20000,South,Cash,20000
ORD0266,2025-04-07 13:21:26.486486,CUST052,Mobile,Electronics,4,30000,West,Credit Card,120000
ORD0267,2025-04-07 22:06:07.567567,CUST005,Tablet,Electronics,2,20000,East,Credit Card,40000
